DATE,MAX TEMPERATURE(F),MAX_TEMP_CELSIUS,MIN TEMPERATURE(F),MIN_TEMP_CELSIUS,MEAN TEMPERATURE(C),DAILY SUNSHINE (0.1HOURS),DAILY SNOW (1CM),DAILY PRECIPITATION (0.1MM),DAILY GLOBAL RADIATION (W/m2),DAILY SEA LEVEL PRESSURE (0.1 hPa),DAILY RELATIVE HUMIDITY (%),DAILY CLOUD COVER (oktas)
01/13/22,95,35,-9,-22.8,6.1,58,3–5,2,56,10412,89,0
01/14/22,58,14.44,-15,-26.1,-5.83,58,3–5,0,58,10361,89,0
01/15/22,95,35,-8,-22.2,6.4,0,3–5,2,52,10265,94,8
01/16/22,103,39.44,22,-5.6,16.92,15,0,0,28,10271,92,6
01/17/22,75,23.89,8,-13.3,5.295,61,1–2,0,42,10377,86,0
01/18/22,94,34.44,-32,-35.6,-0.58,17,6–10,2,58,10372,93,5
01/19/22,60,15.56,-13,-25,-4.72,20,3–5,0,48,10280,83,5
01/20/22,51,10.56,2,-16.7,-3.07,48,1–2,0,46,10360,74,3
01/21/22,62,16.67,-26,-32.2,-7.765,5,6–10,0,56,10393,80,5
01/22/22,62,16.67,-13,-25,-4.165,0,3–5,0,26,10376,81,7
01/23/22,46,7.78,48,8.9,8.34,0,0,0,22,10353,79,8
01/24/22,48,8.89,41,5,6.945,0,0,0,14,10336,80,8
01/25/22,89,31.67,19,-7.2,12.235,0,0,0,13,10347,86,8
01/26/22,131,55,18,-7.8,23.6,6,0,0,13,10328,79,7
01/27/22,111,43.89,44,6.7,25.295,17,0,0,38,10288,81,4
01/28/22,140,60,1,-17.2,21.4,19,1–2,0,39,10344,87,6
01/29/22,89,31.67,24,-4.4,13.635,28,0,0,63,10285,78,6
01/30/22,90,32.22,8,-13.3,9.46,56,1–2,10,64,10299,77,3
01/31/22,148,64.44,20,-6.7,28.87,66,0,0,82,10237,66,4
02/01/22,122,50,39,3.9,26.95,55,0,0,88,10220,77,4
02/02/22,103,39.44,71,21.7,30.57,11,0,0,74,10224,82,6
02/03/22,85,29.44,71,21.7,25.57,1,0,18,53,10148,79,7
02/04/22,110,43.33,43,6.1,24.715,28,0,20,41,10117,77,5
02/05/22,117,47.22,20,-6.7,20.26,36,0,18,68,10187,78,4
02/06/22,110,43.33,37,2.8,23.065,26,0,2,72,10080,74,6
02/07/22,125,51.67,15,-9.4,21.135,35,0,0,75,10254,77,4
02/08/22,144,62.22,38,3.3,32.76,0,0,0,69,10268,74,8
02/09/22,82,27.78,76,24.4,26.09,12,0,12,41,10236,84,7
02/10/22,94,34.44,51,10.6,22.52,10,0,0,65,10232,76,5
02/11/22,88,31.11,-2,-18.9,6.105,49,1–2,0,72,10317,75,3
02/12/22,99,37.22,-4,-20,8.61,35,1–2,0,94,10219,76,6
02/13/22,94,34.44,58,14.4,24.42,0,0,142,70,10016,88,8
02/14/22,127,52.78,53,11.7,32.24,23,0,14,25,9993,85,6
02/15/22,151,66.11,22,-5.6,30.255,0,0,58,62,10066,90,6
02/16/22,124,51.11,77,25,38.055,9,0,4,31,9963,86,7
02/17/22,107,41.67,77,25,33.335,52,0,14,62,10081,67,5
02/18/22,109,42.78,78,25.6,34.19,25,0,2,104,9975,74,6
02/19/22,124,51.11,24,-4.4,23.355,9,0,46,70,10101,79,3
02/20/22,117,47.22,50,10,28.61,0,0,44,41,10038,82,7
02/21/22,136,57.78,42,5.6,31.69,15,0,2,27,10099,65,4
02/22/22,107,41.67,44,6.7,24.185,23,0,0,75,10189,74,5
02/23/22,81,27.22,17,-8.3,9.46,28,0,20,67,10211,81,4
02/24/22,115,46.11,55,12.8,29.455,38,0,10,86,10114,75,4
02/25/22,109,42.78,27,-2.8,19.99,80,0,0,99,10256,66,1
02/26/22,112,44.44,-11,-23.9,10.27,87,3–5,0,147,10299,74,0
02/27/22,124,51.11,12,-11.1,20.005,95,1–2,0,141,10245,68,0
02/28/22,87,30.56,30,-1.1,14.73,2,0,70,151,10240,83,6
03/01/22,78,25.56,76,24.4,24.98,0,0,118,60,10255,95,8
03/02/22,124,51.11,64,17.8,34.455,0,0,20,25,10208,91,8
03/03/22,74,23.33,44,6.7,15.015,2,0,2,45,10152,87,7
03/04/22,74,23.33,67,19.4,21.365,0,0,2,67,10192,89,8
03/05/22,81,27.22,55,12.8,20.01,0,0,4,27,10237,81,8
03/06/22,78,25.56,36,2.2,13.88,34,0,0,57,10285,67,7
03/07/22,129,53.89,26,-3.3,25.295,68,0,0,128,10242,70,4
03/08/22,132,55.56,-7,-21.7,16.93,73,3–5,0,162,10148,66,2
03/09/22,160,71.11,53,11.7,41.405,35,0,0,161,10162,75,6
03/10/22,125,51.67,64,17.8,34.735,54,0,0,127,10157,73,5
03/11/22,130,54.44,83,28.3,41.37,1,0,42,130,10047,83,6
03/12/22,116,46.67,71,21.7,34.185,59,0,12,69,10080,77,4
03/13/22,133,56.11,81,27.2,41.655,3,0,0,149,10072,83,7
03/14/22,160,71.11,34,1.1,36.105,55,0,0,111,10230,83,3
03/15/22,108,42.22,45,7.2,24.71,56,0,2,142,10218,77,6
03/16/22,142,61.11,73,22.8,41.955,0,0,108,138,10183,92,8
03/17/22,161,71.67,17,-8.3,31.685,99,0,0,44,10315,70,1
03/18/22,141,60.56,23,-5,27.78,105,0,0,203,10417,75,0
03/19/22,121,49.44,74,23.3,36.37,109,0,0,220,10369,63,0
03/20/22,173,78.33,37,2.8,40.565,79,0,0,212,10281,58,2
03/21/22,199,92.78,3,-16.1,38.34,89,1–2,0,187,10280,63,1
03/22/22,198,92.22,79,26.1,59.16,101,0,0,198,10282,58,2
03/23/22,190,87.78,51,10.6,49.19,101,0,0,209,10295,57,1
03/24/22,177,80.56,38,3.3,41.93,102,0,0,216,10298,54,0
03/25/22,183,83.89,47,8.3,46.095,98,0,0,218,10314,57,0
03/26/22,132,55.56,51,10.6,33.08,107,0,0,209,10326,58,0
03/27/22,168,75.56,55,12.8,44.18,20,0,0,214,10315,85,4
03/28/22,122,50,34,1.1,25.55,53,0,0,96,10225,79,5
03/29/22,112,44.44,74,23.3,33.87,1,0,4,171,10120,78,7
03/30/22,79,26.11,66,18.9,22.505,12,0,0,125,10063,81,8
03/31/22,92,33.33,13,-10.6,11.365,56,1–2,0,122,10096,67,5
04/01/22,99,37.22,11,-11.7,12.76,89,1–2,0,190,10171,63,2
04/02/22,109,42.78,0,-17.8,12.49,70,1–2,0,167,10230,70,2
04/03/22,147,63.89,-12,-24.4,19.745,55,3–5,32,155,10253,62,3
04/04/22,149,65,51,10.6,37.8,0,0,2,61,10128,81,8
04/05/22,160,71.11,73,22.8,46.955,4,0,8,81,10088,73,7
04/06/22,140,60,91,32.8,46.4,16,0,86,119,9970,78,7
04/07/22,117,47.22,69,20.6,33.91,71,0,0,197,9903,62,6
04/08/22,126,52.22,25,-3.9,24.16,40,0,2,142,10010,64,4
04/09/22,134,56.67,9,-12.8,21.935,75,1–2,0,194,10156,61,3
04/10/22,188,86.67,10,-12.2,37.235,83,1–2,0,201,10188,58,2
04/11/22,186,85.56,44,6.7,46.13,68,0,2,206,10096,56,4
04/12/22,200,93.33,92,33.3,63.315,23,0,0,130,10061,74,6
04/13/22,198,92.22,101,38.3,65.26,21,0,0,139,10157,76,7
04/14/22,231,110.56,68,20,65.28,61,0,0,192,10222,72,4
04/15/22,198,92.22,75,23.9,58.06,103,0,0,242,10264,64,1
04/16/22,198,92.22,80,26.7,59.46,116,0,0,255,10295,68,0
04/17/22,178,81.11,71,21.7,51.405,108,0,0,234,10224,55,1
04/18/22,164,73.33,75,23.9,48.615,73,0,0,212,10172,59,3
04/19/22,191,88.33,67,19.4,53.865,20,0,0,124,10163,63,5
04/20/22,192,88.89,69,20.6,54.745,76,0,0,230,10160,60,3
04/21/22,172,77.78,69,20.6,49.19,125,0,0,266,10122,58,0
04/22/22,180,82.22,82,27.8,55.01,6,0,0,87,10075,65,7
04/23/22,189,87.22,92,33.3,60.26,32,0,0,187,10034,68,6
04/24/22,145,62.78,77,25,43.89,93,0,0,229,10084,60,2
04/25/22,166,74.44,63,17.2,45.82,29,0,32,154,10160,72,4
04/26/22,117,47.22,44,6.7,26.96,82,0,0,245,10222,61,3
04/27/22,149,65,55,12.8,38.9,0,0,0,108,10277,64,7
04/28/22,115,46.11,60,15.6,30.855,10,0,0,171,10310,64,5
04/29/22,184,84.44,57,13.9,49.17,6,0,0,112,10319,65,7
04/30/22,146,63.33,32,0,31.665,117,0,0,281,10291,60,2
05/01/22,171,77.22,104,40,58.61,0,0,2,100,10234,70,8
05/02/22,161,71.67,90,32.2,51.935,9,0,0,126,10211,72,8
05/03/22,200,93.33,106,41.1,67.215,0,0,0,107,10211,75,8
05/04/22,199,92.78,105,40.6,66.69,11,0,20,134,10193,78,7
05/05/22,233,111.67,75,23.9,67.785,78,0,0,240,10238,69,3
05/06/22,203,95,92,33.3,64.15,89,0,10,264,10251,68,2
05/07/22,206,96.67,124,51.1,73.885,23,0,8,162,10256,80,7
05/08/22,234,112.22,96,35.6,73.91,108,0,0,295,10286,63,3
05/09/22,209,98.33,60,15.6,56.965,84,0,0,248,10229,64,3
05/10/22,161,71.67,134,56.7,64.185,34,0,2,161,10148,69,7
05/11/22,189,87.22,117,47.2,67.21,11,0,32,86,10105,82,6
05/12/22,214,101.11,70,21.1,61.105,72,0,0,230,10183,68,3
05/13/22,234,112.22,101,38.3,75.26,68,0,0,245,10199,64,3
05/14/22,189,87.22,78,25.6,56.41,109,0,6,302,10207,65,3
05/15/22,231,110.56,129,53.9,82.23,0,0,26,82,10151,78,8
05/16/22,275,135,122,50,92.5,34,0,0,185,10144,77,6
05/17/22,231,110.56,109,42.8,76.68,87,0,6,290,10171,67,5
05/18/22,224,106.67,111,43.9,75.285,85,0,4,273,10187,62,3
05/19/22,190,87.78,139,59.4,73.59,80,0,12,265,10182,65,4
05/20/22,220,104.44,121,49.4,76.92,22,0,16,141,10187,73,6
05/21/22,238,114.44,95,35,74.72,61,0,0,249,10207,63,3
05/22/22,207,97.22,93,33.9,65.56,94,0,0,288,10133,61,2
05/23/22,198,92.22,113,45,68.61,13,0,46,140,10026,71,7
05/24/22,191,88.33,98,36.7,62.515,63,0,28,242,10062,73,5
05/25/22,218,103.33,91,32.8,68.065,21,0,4,157,10137,75,6
05/26/22,208,97.78,105,40.6,69.19,17,0,0,162,10213,74,6
05/27/22,191,88.33,130,54.4,71.365,119,0,0,333,10244,59,3
05/28/22,170,76.67,86,30,53.335,59,0,0,227,10249,56,4
05/29/22,161,71.67,79,26.1,48.885,61,0,0,222,10193,57,4
05/30/22,164,73.33,56,13.3,43.315,11,0,54,151,10136,79,6
05/31/22,187,86.11,86,30,58.055,30,0,66,176,10125,83,6
06/01/22,223,106.11,80,26.7,66.405,45,0,0,206,10171,69,5
06/02/22,233,111.67,81,27.2,69.435,94,0,0,285,10199,62,2
06/03/22,216,102.22,112,44.4,73.31,36,0,4,239,10179,59,7
06/04/22,152,66.67,121,49.4,58.035,29,0,106,195,10199,67,7
06/05/22,190,87.78,110,43.3,65.54,0,0,68,60,10161,91,8
06/06/22,224,106.67,117,47.2,76.935,0,0,0,110,10145,85,8
06/07/22,235,112.78,96,35.6,74.19,86,0,8,283,10116,74,5
06/08/22,210,98.89,141,60.6,79.745,74,0,0,281,10059,68,6
06/09/22,245,118.33,110,43.3,80.815,38,0,4,197,10153,73,5
06/10/22,238,114.44,153,67.2,90.82,92,0,0,278,10184,67,5
06/11/22,229,109.44,115,46.1,77.77,84,0,0,258,10216,63,3
06/12/22,217,102.78,107,41.7,72.24,81,0,0,274,10235,59,3
06/13/22,249,120.56,96,35.6,78.08,106,0,0,293,10245,57,2
06/14/22,279,137.22,98,36.7,86.96,139,0,0,354,10207,55,0
06/15/22,294,145.56,113,45,95.28,127,0,0,326,10185,52,1
06/16/22,327,163.89,138,58.9,111.395,117,0,0,312,10215,49,2
06/17/22,248,120,153,67.2,93.6,114,0,0,307,10196,48,1
06/18/22,197,91.67,180,82.2,86.935,25,0,18,147,10178,74,5
06/19/22,225,107.22,97,36.1,71.66,23,0,2,179,10151,67,7
06/20/22,262,127.78,114,45.6,86.69,139,0,0,361,10185,57,2
06/21/22,279,137.22,106,41.1,89.16,135,0,0,332,10147,50,0
06/22/22,267,130.56,125,51.7,91.13,141,0,2,348,10133,50,0
06/23/22,225,107.22,139,59.4,83.31,13,0,0,179,10096,66,6
06/24/22,223,106.11,145,62.8,84.455,30,0,16,164,10047,72,6
06/25/22,228,108.89,124,51.1,79.995,67,0,0,254,10077,67,4
06/26/22,210,98.89,110,43.3,71.095,111,0,0,298,10121,57,3
06/27/22,232,111.11,117,47.2,79.155,46,0,4,207,10162,67,4
06/28/22,220,104.44,112,44.4,74.42,77,0,6,279,10175,60,4
06/29/22,207,97.22,143,61.7,79.46,16,0,2,187,10120,72,7
06/30/22,221,105,133,56.1,80.55,37,0,0,196,10120,71,6
07/01/22,238,114.44,124,51.1,82.77,50,0,24,211,10165,69,6
07/02/22,242,116.67,118,47.8,82.235,42,0,0,233,10183,68,5
07/03/22,233,111.67,106,41.1,76.385,73,0,0,255,10194,64,4
07/04/22,223,106.11,113,45,75.555,83,0,0,285,10214,56,5
07/05/22,253,122.78,108,42.2,82.49,57,0,0,,10251,58,3
07/06/22,252,122.22,125,51.7,86.96,31,0,0,195,10266,60,5
07/07/22,287,141.67,165,73.9,107.785,67,0,0,226,10287,59,4
07/08/22,275,135,138,58.9,96.95,128,0,0,331,10315,55,0
07/09/22,297,147.22,155,68.3,107.76,109,0,0,296,10301,54,1
07/10/22,318,158.89,146,63.3,111.095,136,0,0,327,10266,54,0
07/11/22,313,156.11,165,73.9,115.005,118,0,0,314,10231,45,2
07/12/22,287,141.67,197,91.7,116.685,28,0,0,190,10220,47,7
07/13/22,253,122.78,209,98.3,110.54,63,0,0,251,10214,49,6
07/14/22,272,133.33,150,65.6,99.465,122,0,0,299,10228,50,1
07/15/22,291,143.89,132,55.6,99.745,119,0,0,306,10239,49,2
07/16/22,308,153.33,140,60,106.665,135,0,0,325,10249,50,0
07/17/22,371,188.33,155,68.3,128.315,132,0,0,299,10248,42,1
07/18/22,402,205.56,177,80.6,143.08,117,0,0,305,10191,33,1
07/19/22,272,133.33,217,102.8,118.065,113,0,8,292,10118,37,2
07/20/22,242,116.67,190,87.8,102.235,29,0,40,175,10158,71,7
07/21/22,230,110,158,70,90,23,0,0,135,10214,68,7
07/22/22,279,137.22,171,77.2,107.21,15,0,4,133,10200,66,7
07/23/22,290,143.33,156,68.9,106.115,87,0,0,258,10186,64,4
07/24/22,249,120.56,179,81.7,101.13,109,0,0,298,10137,60,5
07/25/22,228,108.89,178,81.1,94.995,16,0,0,154,10108,65,7
07/26/22,221,105,150,65.6,85.3,20,0,0,144,10193,65,7
07/27/22,252,122.22,137,58.3,90.26,11,0,0,101,10201,64,7
07/28/22,284,140,155,68.3,104.15,70,0,0,237,10174,55,6
07/29/22,270,132.22,144,62.2,97.21,73,0,0,248,10184,53,4
07/30/22,276,135.56,159,70.6,103.08,25,0,0,185,10182,62,5
07/31/22,278,136.67,198,92.2,114.435,10,0,0,135,10162,67,7
08/01/22,269,131.67,181,82.8,107.235,52,0,0,205,10180,62,6
08/02/22,272,133.33,183,83.9,108.615,25,0,0,140,10152,71,6
08/03/22,255,123.89,178,81.1,102.495,7,0,0,130,10135,75,6
08/04/22,233,111.67,158,70,90.835,77,0,0,224,10154,54,5
08/05/22,248,120,143,61.7,90.85,114,0,0,279,10226,44,3
08/06/22,276,135.56,105,40.6,88.08,135,0,0,294,10283,45,0
08/07/22,297,147.22,126,52.2,99.71,135,0,0,294,10258,46,0
08/08/22,291,143.89,158,70,106.945,122,0,0,272,10265,53,1
08/09/22,309,153.89,156,68.9,111.395,131,0,0,280,10285,58,0
08/10/22,333,167.22,150,65.6,116.41,133,0,0,287,10254,56,0
08/11/22,339,170.56,157,69.4,119.98,134,0,0,283,10214,49,1
08/12/22,342,172.22,176,80,126.11,132,0,0,280,10180,42,1
08/13/22,331,166.11,182,83.3,124.705,125,0,0,265,10137,42,1
08/14/22,295,146.11,182,83.3,114.705,97,0,0,231,10067,40,2
08/15/22,236,113.33,181,82.8,98.065,74,0,0,209,10030,51,4
08/16/22,244,117.78,183,83.9,100.84,4,0,134,105,10074,76,6
08/17/22,278,136.67,167,75,105.835,7,0,140,92,10119,87,6
08/18/22,252,122.22,175,79.4,100.81,59,0,0,202,10140,72,6
08/19/22,260,126.67,189,87.2,106.935,80,0,0,221,10148,60,4
08/20/22,254,123.33,133,56.1,89.715,79,0,0,209,10172,64,2
08/21/22,234,112.22,144,62.2,87.21,68,0,0,203,10158,66,4
08/22/22,265,129.44,140,60,94.72,35,0,0,130,10138,76,5
08/23/22,291,143.89,178,81.1,112.495,38,0,0,158,10140,80,6
08/24/22,218,103.33,200,93.3,98.315,80,0,246,212,10162,66,5
08/25/22,252,122.22,178,81.1,101.66,15,0,24,88,10175,86,6
08/26/22,253,122.78,113,45,83.89,87,0,0,227,10192,69,3
08/27/22,244,117.78,156,68.9,93.34,91,0,0,196,10190,64,3
08/28/22,233,111.67,138,58.9,85.285,66,0,0,185,10218,66,3
08/29/22,244,117.78,156,68.9,93.34,26,0,0,145,10228,64,7
08/30/22,247,119.44,135,57.2,88.32,58,0,0,175,10230,66,5
08/31/22,237,113.89,138,58.9,86.395,57,0,0,155,10236,42,1
09/01/22,242,116.67,152,66.7,91.685,7,0,40,93,10192,70,7
09/02/22,237,113.89,163,72.8,93.345,1,0,0,92,10125,78,8
09/03/22,246,118.89,150,65.6,92.245,58,0,88,149,10095,78,5
09/04/22,228,108.89,158,70,89.445,29,0,26,146,10143,73,7
09/05/22,222,105.56,145,62.8,84.18,39,0,90,115,10152,80,5
09/06/22,213,100.56,149,65,82.78,28,0,194,105,10116,89,5
09/07/22,201,93.89,140,60,76.945,64,0,90,149,10084,86,5
09/08/22,221,105,130,54.4,79.7,18,0,62,84,10041,93,8
09/09/22,225,107.22,147,63.9,85.56,29,0,68,139,10063,85,7
09/10/22,234,112.22,124,51.1,81.66,38,0,0,146,10155,82,4
09/11/22,262,127.78,124,51.1,89.44,41,0,0,148,10179,83,4
09/12/22,188,86.67,148,64.4,75.535,44,0,0,142,10119,74,7
09/13/22,220,104.44,159,70.6,87.52,0,0,58,67,10106,83,8
09/14/22,191,88.33,144,62.2,75.265,63,0,0,164,10077,78,5
09/15/22,177,80.56,126,52.2,66.38,17,0,0,114,10129,68,8
09/16/22,176,80,104,40,60,66,0,0,162,10182,60,4
09/17/22,180,82.22,60,15.6,48.91,111,0,0,201,10225,57,1
09/18/22,186,85.56,77,25,55.28,56,0,0,142,10216,67,6
09/19/22,198,92.22,116,46.7,69.46,16,0,2,110,10246,73,8
09/20/22,212,100,88,31.1,65.55,47,0,0,130,10262,72,5
09/21/22,207,97.22,136,57.8,77.51,29,0,0,106,10256,66,8
09/22/22,189,87.22,96,35.6,61.41,68,0,30,152,10199,77,4
09/23/22,189,87.22,144,62.2,74.71,15,0,0,88,10152,81,7
09/24/22,167,75,90,32.2,53.6,72,0,0,142,10171,74,3
09/25/22,157,69.44,89,31.7,50.57,65,0,16,143,10181,67,4
09/26/22,150,65.56,111,43.9,54.73,38,0,0,105,10033,72,8
09/27/22,156,68.89,86,30,49.445,16,0,16,85,10017,77,6
09/28/22,169,76.11,52,11.1,43.605,56,0,0,104,10004,73,4
09/29/22,167,75,59,15,45,57,0,0,126,10041,73,5
09/30/22,194,90,74,23.3,56.65,3,0,82,63,10055,89,7
10/01/22,186,85.56,105,40.6,63.08,62,0,2,125,10076,77,5
10/02/22,184,84.44,130,54.4,69.42,46,0,0,113,10208,75,5
10/03/22,183,83.89,70,21.1,52.495,21,0,0,105,10254,80,6
10/04/22,188,86.67,121,49.4,68.035,3,0,0,59,10170,83,8
10/05/22,192,88.89,154,67.8,78.345,6,0,12,45,10128,76,6
10/06/22,195,90.56,77,25,57.78,76,0,0,133,10272,76,1
10/07/22,172,77.78,122,50,63.89,43,0,22,101,10197,82,4
10/08/22,183,83.89,67,19.4,51.645,94,0,0,152,10232,76,0
10/09/22,161,71.67,56,13.3,42.485,85,0,32,143,10176,75,3
10/10/22,165,73.89,92,33.3,53.595,72,0,0,131,10184,72,3
10/11/22,178,81.11,44,6.7,43.905,89,0,0,137,10268,73,1
10/12/22,178,81.11,50,10,45.555,19,0,36,84,10208,81,7
10/13/22,163,72.78,118,47.8,60.29,25,0,0,61,10157,89,6
10/14/22,178,81.11,93,33.9,57.505,0,0,6,44,10101,91,6
10/15/22,170,76.67,77,25,50.835,52,0,0,95,10039,83,5
10/16/22,193,89.44,104,40,64.72,49,0,58,81,10099,79,4
10/17/22,180,82.22,135,57.2,69.71,58,0,0,93,10173,78,5
10/18/22,172,77.78,60,15.6,46.69,83,0,0,120,10274,80,2
10/19/22,167,75,113,45,60,48,0,12,97,10193,83,4
10/20/22,182,83.33,141,60.6,71.965,22,0,110,42,10068,91,5
10/21/22,186,85.56,95,35,60.28,25,0,96,67,10016,90,7
10/22/22,194,90,122,50,70,32,0,68,79,10089,86,6
10/23/22,187,86.11,131,55,70.555,24,0,196,61,10009,90,8
10/24/22,178,81.11,119,48.3,64.705,60,0,30,93,10028,83,6
10/25/22,191,88.33,106,41.1,64.715,42,0,0,72,10109,86,5
10/26/22,208,97.78,137,58.3,78.04,46,0,24,72,10110,81,4
10/27/22,189,87.22,119,48.3,67.76,19,0,2,61,10140,87,5
10/28/22,218,103.33,127,52.8,78.065,42,0,10,71,10152,82,4
10/29/22,170,76.67,106,41.1,58.885,42,0,6,75,10138,85,7
10/30/22,175,79.44,129,53.9,66.67,6,0,2,41,10147,86,5
10/31/22,161,71.67,98,36.7,54.185,37,0,90,60,10107,89,5
11/01/22,152,66.67,110,43.3,54.985,29,0,26,56,10058,81,6
11/02/22,127,52.78,80,26.7,39.74,32,0,344,62,10127,78,4
11/03/22,128,53.33,100,37.8,45.565,16,0,20,34,10010,90,7
11/04/22,139,59.44,64,17.8,38.62,70,0,2,84,10105,82,3
11/05/22,141,60.56,57,13.9,37.23,0,0,168,21,10135,92,8
11/06/22,153,67.22,93,33.9,50.56,10,0,66,22,10033,92,6
11/07/22,153,67.22,95,35,51.11,0,0,26,25,10033,86,7
11/08/22,150,65.56,121,49.4,57.48,17,0,62,46,9976,81,6
11/09/22,154,67.78,102,38.9,53.34,59,0,0,74,10068,81,5
11/10/22,165,73.89,93,33.9,53.895,1,0,0,22,10201,80,6
11/11/22,169,76.11,134,56.7,66.405,9,0,0,35,10258,79,8
11/12/22,144,62.22,88,31.1,46.66,41,0,0,49,10265,91,4
11/13/22,140,60,94,34.4,47.2,25,0,2,47,10195,95,6
11/14/22,147,63.89,74,23.3,43.595,6,0,30,27,10085,96,7
11/15/22,127,52.78,82,27.8,40.29,15,0,122,21,9960,88,6
11/16/22,119,48.33,71,21.7,35.015,33,0,160,50,9884,90,6
11/17/22,127,52.78,86,30,41.39,14,0,2,41,9838,84,7
11/18/22,108,42.22,71,21.7,31.96,49,0,0,54,10010,75,6
11/19/22,114,45.56,73,22.8,34.18,10,0,58,30,10124,79,7
11/20/22,92,33.33,40,4.4,18.865,44,0,2,53,10085,87,5
11/21/22,108,42.22,37,2.8,22.51,0,0,58,8,9940,89,7
11/22/22,126,52.22,50,10,31.11,49,0,20,50,9889,83,4
11/23/22,132,55.56,26,-3.3,26.13,43,0,8,48,9920,82,4
11/24/22,125,51.67,59,15,33.335,4,0,14,33,10025,83,4
11/25/22,128,53.33,72,22.2,37.765,64,0,0,53,10151,80,1
11/26/22,134,56.67,75,23.9,40.285,10,0,38,30,10226,85,7
11/27/22,119,48.33,93,33.9,41.115,0,0,6,,10123,94,8
11/28/22,73,22.78,44,6.7,14.74,26,0,4,35,10095,92,4
11/29/22,99,37.22,43,6.1,21.66,0,0,0,9,10201,94,8
11/30/22,72,22.22,60,15.6,18.91,23,0,0,,10255,92,5
12/01/22,76,24.44,37,2.8,13.62,19,0,0,30,10291,96,8
12/02/22,77,25,39,3.9,14.45,17,0,2,28,10259,90,7
12/03/22,61,16.11,47,8.3,12.205,0,0,2,13,10206,77,8
12/04/22,83,28.33,39,3.9,16.115,0,0,0,13,10171,82,8
12/05/22,73,22.78,38,3.3,13.04,1,0,0,15,10221,86,8
12/06/22,64,17.78,29,-1.7,8.04,42,0,0,40,10240,84,5
12/07/22,40,4.44,11,-11.7,-3.63,47,1–2,0,42,10212,86,3
12/08/22,37,2.78,-32,-35.6,-16.41,61,6–10,4,48,10119,85,0
12/09/22,50,10,-37,-38.3,-14.15,16,6–10,0,26,10089,88,4
12/10/22,4,-15.56,-43,-41.7,-28.63,58,6–10,0,46,10101,89,1
12/11/22,14,-10,-38,-38.9,-24.45,0,6–10,2,12,10080,97,8
12/12/22,17,-8.33,-32,-35.6,-21.965,0,6–10,0,12,10088,94,7
12/13/22,13,-10.56,-19,-28.3,-19.43,0,3–5,0,12,10074,84,5
12/14/22,22,-5.56,-21,-29.4,-17.48,22,3–5,0,29,10062,83,4
12/15/22,32,0,-59,-50.6,-25.3,61,6–10,0,47,10116,82,0
12/16/22,50,10,-47,-43.9,-16.95,57,6–10,0,45,10185,88,1
12/17/22,125,51.67,-54,-47.8,1.935,13,6–10,2,24,10223,88,5
12/18/22,133,56.11,-39,-39.4,8.355,0,6–10,80,12,10161,94,6
12/19/22,112,44.44,8,-13.3,15.57,0,1–2,60,12,10065,93,8
12/20/22,122,50,86,30,40,50,0,0,42,10072,86,4
12/21/22,120,48.89,43,6.1,27.495,10,0,2,22,10063,90,7
12/22/22,139,59.44,58,14.4,36.92,0,0,94,12,10034,93,8
12/23/22,109,42.78,64,17.8,30.29,8,0,48,20,10027,89,6
12/24/22,118,47.78,66,18.9,33.34,0,0,20,12,10096,91,4
12/25/22,82,27.78,68,20,23.89,3,0,16,16,10078,89,8
12/26/22,114,45.56,34,1.1,23.33,58,0,0,46,10156,80,2
12/27/22,120,48.89,19,-7.2,20.845,5,0,62,18,10193,88,6
12/28/22,98,36.67,57,13.9,25.285,0,0,36,12,10019,91,8
12/29/22,141,60.56,81,27.2,43.88,15,0,6,25,10010,76,4
12/30/22,140,60,45,7.2,33.6,1,0,18,14,9971,86,7
12/31/22,123,50.56,89,31.7,41.13,0,0,62,13,9995,87,8
01/01/23,93,33.89,100,37.8,35.845,0,0,46,21,10080,81,7
01/02/23,134,56.67,52,11.1,33.885,52,0,4,44,10169,86,3
01/03/23,139,59.44,21,-6.1,26.67,0,0,30,9,10186,93,7
01/04/23,135,57.22,92,33.3,45.26,4,0,2,17,10146,82,6
01/05/23,127,52.78,89,31.7,42.24,4,0,24,28,10186,82,8
01/06/23,114,45.56,63,17.2,31.38,22,0,6,34,10138,87,4
01/07/23,95,35,67,19.4,27.2,0,0,32,8,10006,84,7
01/08/23,96,35.56,65,18.3,26.93,2,0,72,14,9928,87,6
01/09/23,130,54.44,44,6.7,30.57,24,0,20,38,10014,80,4
01/10/23,122,50,39,3.9,26.95,0,0,36,10,10083,89,7
01/11/23,127,52.78,68,20,36.39,31,0,40,27,10085,81,5
01/12/23,115,46.11,72,22.2,34.155,1,0,38,14,10031,83,7
01/13/23,126,52.22,72,22.2,37.21,49,0,84,44,10088,72,2
01/14/23,82,27.78,60,15.6,21.69,1,0,16,19,10006,84,8
01/15/23,53,11.67,38,3.3,7.485,25,0,108,33,9984,77,4
01/16/23,8,-13.33,27,-2.8,-8.065,11,0,0,28,9864,83,6
01/17/23,52,11.11,-50,-45.6,-17.245,7,6–10,0,35,9899,86,4
01/18/23,56,13.33,-38,-38.9,-12.785,60,6–10,0,60,9983,84,2
01/19/23,63,17.22,-27,-32.8,-7.79,60,6–10,0,62,10082,83,3
